i,j,k,nx,ny,nz 
0,0,0,7.602292e-01,-6.244579e-01,-1.791757e-01
0,0,1,7.488536e-01,-5.284625e-01,-3.999322e-01
0,0,2,4.540429e-01,-4.222657e-01,-7.845615e-01
0,0,3,-3.572767e-01,6.019920e-01,7.141141e-01
0,0,4,6.103033e-01,-6.426560e-01,-4.631665e-01
0,0,5,5.264847e-01,-6.708355e-01,-5.222964e-01
0,0,6,-7.615426e-01,4.258752e-01,4.885521e-01
0,0,7,6.663666e-01,-4.815739e-01,-5.692470e-01
0,0,8,5.457985e-01,-6.146096e-01,-5.695253e-01
0,0,9,4.441829e-01,-7.952944e-01,-4.125631e-01
0,0,10,2.994729e-01,-6.254395e-01,-7.205147e-01
0,0,11,3.108366e-01,-6.689105e-01,-6.752328e-01
0,0,12,5.104607e-01,-6.556181e-01,-5.564124e-01
0,0,13,-5.321948e-01,7.129321e-01,4.566141e-01
0,0,14,5.675537e-01,-5.590255e-01,-6.044611e-01
0,0,15,3.210691e-01,-5.894811e-01,-7.412332e-01
0,0,16,4.390992e-01,-5.431184e-01,-7.156915e-01
0,0,17,4.829005e-01,-3.547855e-01,-8.005838e-01
0,0,18,5.666382e-01,-5.665034e-01,-5.983269e-01
0,0,19,-6.191639e-01,5.496499e-01,5.608218e-01
0,0,20,7.230023e-01,-3.372417e-01,-6.029392e-01
0,0,21,-4.566706e-01,5.507109e-01,6.986913e-01
0,0,22,4.749981e-01,-5.957225e-01,-6.476816e-01
0,0,23,6.404543e-01,-5.821601e-01,-5.009070e-01
0,0,24,-5.669477e-01,5.179946e-01,6.405091e-01
0,0,25,-6.498870e-01,3.916013e-01,6.513796e-01
0,0,26,-6.084952e-01,4.943275e-01,6.207850e-01
0,0,27,5.905261e-01,-5.794552e-01,-5.617033e-01
0,0,28,-5.636340e-01,5.960926e-01,5.718307e-01
0,0,29,-4.881460e-01,6.546270e-01,5.772148e-01
0,0,30,7.726094e-01,-2.532913e-01,-5.821668e-01
0,0,31,6.669158e-01,-5.960431e-01,-4.471642e-01
0,0,32,6.041565e-01,-4.925995e-01,-6.263710e-01
0,0,33,5.651849e-01,-6.527417e-01,-5.044742e-01
0,0,34,5.820074e-01,-6.037022e-01,-5.448037e-01
0,0,35,-5.667069e-01,4.131118e-01,7.128688e-01
0,0,36,-5.127989e-01,6.167900e-01,5.971662e-01
0,0,37,4.150455e-01,-7.028700e-01,-5.776773e-01
0,0,38,4.684468e-01,-6.147452e-01,-6.345439e-01
0,0,39,-7.702607e-01,5.525706e-01,3.183773e-01
0,1,0,-6.549956e-01,5.801432e-01,4.841639e-01
0,1,1,-7.587942e-01,3.477010e-01,5.507589e-01
0,1,2,7.123130e-01,-4.585557e-01,-5.313538e-01
0,1,3,-6.150563e-01,5.580290e-01,5.570542e-01
0,1,4,-7.173329e-01,5.161788e-01,4.679668e-01
0,1,5,-5.865496e-01,5.812067e-01,5.640553e-01
0,1,6,-4.997415e-01,6.544175e-01,5.674470e-01
0,1,7,-5.562209e-01,4.362059e-01,7.073491e-01
0,1,8,-6.691726e-01,5.242816e-01,5.266278e-01
0,1,9,5.382021e-01,-7.043440e-01,-4.628586e-01
0,1,10,-6.628116e-01,5.093089e-01,5.488946e-01
0,1,11,-4.245740e-01,6.733740e-01,6.052308e-01
0,1,12,-5.171648e-01,5.105861e-01,6.869079e-01
0,1,13,5.517317e-01,-7.645732e-01,-3.331966e-01
0,1,14,5.189013e-01,-6.662372e-01,-5.356020e-01
0,1,15,6.002748e-01,-4.409626e-01,-6.672497e-01
0,1,16,4.281822e-01,-5.548163e-01,-7.133295e-01
0,1,17,6.322450e-01,-5.023280e-01,-5.898583e-01
0,1,18,-6.094064e-01,3.906308e-01,6.899503e-01
0,1,19,5.898314e-01,-6.221443e-01,-5.148159e-01
0,1,20,5.550897e-01,-4.729054e-01,-6.842777e-01
0,1,21,8.304728e-01,-3.095013e-01,-4.631673e-01
0,1,22,5.344268e-01,-4.899158e-01,-6.887456e-01
0,1,23,4.255031e-01,-4.604260e-01,-7.790732e-01
0,1,24,-4.950948e-01,5.679496e-01,6.575062e-01
0,1,25,7.633413e-01,-3.909048e-01,-5.142990e-01
0,1,26,5.974447e-01,-4.832977e-01,-6.399087e-01
0,1,27,6.203503e-01,-6.821119e-01,-3.871548e-01
0,1,28,-6.201844e-01,5.165243e-01,5.904015e-01
0,1,29,-4.772001e-01,6.379326e-01,6.044188e-01
0,1,30,5.468284e-01,-6.314809e-01,-5.497369e-01
0,1,31,5.684333e-01,-6.370436e-01,-5.206333e-01
0,1,32,2.662036e-01,-7.095369e-01,-6.524516e-01
0,1,33,-5.316054e-01,5.832397e-01,6.141882e-01
0,1,34,5.667321e-01,-5.813031e-01,-5.838676e-01
0,1,35,6.578264e-01,-4.594622e-01,-5.967906e-01
0,1,36,-5.567694e-01,5.638835e-01,6.099535e-01
0,1,37,5.544156e-01,-7.350215e-01,-3.903419e-01
0,1,38,-4.826653e-01,6.283620e-01,6.100782e-01
0,1,39,4.384585e-01,-7.360606e-01,-5.157217e-01
0,2,0,6.730346e-01,-4.466061e-01,-5.895485e-01
0,2,1,7.066648e-01,-5.650427e-01,-4.258539e-01
0,2,2,6.892098e-01,-6.115933e-01,-3.885146e-01
0,2,3,-6.635039e-01,6.589281e-01,3.543675e-01
0,2,4,7.511023e-01,-5.337608e-01,-3.885161e-01
0,2,5,4.524235e-01,-4.997931e-01,-7.385931e-01
0,2,6,4.066060e-01,-6.372029e-01,-6.547091e-01
0,2,7,3.660515e-01,-4.446538e-01,-8.174897e-01
0,2,8,-5.881595e-01,7.044551e-01,3.972549e-01
0,2,9,-5.085023e-01,6.018199e-01,6.158231e-01
0,2,10,4.308714e-01,-7.061103e-01,-5.619235e-01
0,2,11,4.060758e-01,-5.915338e-01,-6.965560e-01
0,2,12,4.520001e-01,-5.396409e-01,-7.102701e-01
0,2,13,5.789401e-01,-5.383769e-01,-6.123550e-01
0,2,14,5.235406e-01,-3.462832e-01,-7.784556e-01
0,2,15,-3.630163e-01,5.920238e-01,7.195325e-01
0,2,16,7.450540e-01,-3.819391e-01,-5.468245e-01
0,2,17,-7.585500e-01,5.447446e-01,3.575685e-01
0,2,18,6.007076e-01,-4.630312e-01,-6.517303e-01
0,2,19,5.453065e-01,-5.732429e-01,-6.115827e-01
0,2,20,-6.027921e-01,5.794313e-01,5.485445e-01
