i,j,k,nx,ny,nz 
0,0,0,-8.182458e-01,4.529223e-01,3.540270e-01
0,0,1,6.488267e-01,-3.317931e-01,-6.847899e-01
0,0,2,7.122176e-01,-4.094970e-01,-5.701389e-01
0,0,3,6.489657e-01,-4.849487e-01,-5.862323e-01
0,0,4,5.813978e-01,-6.198539e-01,-5.270272e-01
0,0,5,-5.918693e-01,4.663121e-01,6.574525e-01
0,0,6,-5.627155e-01,7.533267e-01,3.403678e-01
0,0,7,-2.907209e-01,4.538051e-01,8.423433e-01
0,0,8,-3.593431e-01,2.867669e-01,8.880525e-01
0,0,9,5.620270e-01,-5.867947e-01,-5.829216e-01
0,0,10,9.022554e-01,-2.789145e-01,-3.288495e-01
0,0,11,-4.051783e-01,5.020646e-01,7.640429e-01
0,0,12,6.349554e-01,-3.860872e-01,-6.691549e-01
0,0,13,3.201284e-01,-6.437485e-01,-6.950581e-01
0,0,14,-5.392934e-01,5.892238e-01,6.016460e-01
0,0,15,7.152385e-01,-6.977633e-01,-3.949944e-02
0,0,16,9.877273e-03,-8.569171e-01,-5.153596e-01
0,0,17,3.425379e-01,-6.988656e-01,-6.278970e-01
0,0,18,4.637198e-01,-8.266065e-01,-3.188820e-01
0,0,19,-5.519429e-01,7.582670e-01,3.469729e-01
0,0,20,6.274943e-01,-6.928530e-01,-3.552543e-01
0,0,21,-6.320834e-01,5.144966e-01,5.794513e-01
0,0,22,3.344812e-01,-5.788729e-01,-7.436588e-01
0,0,23,5.781842e-01,-7.022280e-01,-4.154262e-01
0,0,24,5.188436e-01,-5.152768e-01,-6.821225e-01
0,0,25,-5.549015e-01,1.086602e-01,-8.247892e-01
0,0,26,-7.989045e-01,5.877912e-01,1.274879e-01
0,0,27,7.216224e-01,-6.164869e-01,-3.149683e-01
0,0,28,5.828362e-01,-6.357291e-01,-5.061131e-01
0,0,29,7.257916e-01,-3.042700e-01,-6.169655e-01
0,0,30,5.733630e-01,-5.544511e-01,-6.031906e-01
0,0,31,4.805981e-01,-5.767757e-01,-6.605719e-01
0,0,32,6.370940e-01,-5.688148e-01,-5.201547e-01
0,0,33,9.199153e-01,-8.535357e-02,-3.827149e-01
0,0,34,-7.436702e-01,5.652716e-01,3.569630e-01
0,0,35,-5.317961e-01,5.021213e-01,6.819583e-01
0,0,36,3.805521e-01,-7.989884e-01,-4.656153e-01
0,0,37,-4.287340e-01,7.390633e-01,5.195889e-01
0,0,38,6.034135e-01,-6.974804e-01,-3.865401e-01
0,0,39,-2.210410e-02,-9.241185e-01,-3.814660e-01
0,1,0,-4.123012e-01,3.288186e-01,8.496387e-01
0,1,1,4.098443e-01,-4.438436e-01,-7.968880e-01
