i,j,k,nx,ny,nz 
0,0,0,5.748744e-01,-6.459368e-01,-5.022799e-01
0,0,1,1.923236e-01,-7.914294e-01,-5.802165e-01
0,0,2,2.847518e-01,-7.170956e-01,-6.361528e-01
0,0,3,7.847982e-02,-8.988921e-01,-4.310846e-01
0,0,4,1.490243e-01,-8.241571e-01,-5.464036e-01
0,0,5,2.894734e-01,-6.899752e-01,-6.634300e-01
0,0,6,5.986225e-01,-6.393034e-02,-7.984761e-01
0,0,7,3.550391e-01,-6.357991e-01,-6.853515e-01
0,0,8,-2.200033e-01,6.587504e-01,7.194765e-01
0,0,9,1.874671e-01,-6.657300e-01,-7.222601e-01
0,0,10,7.225734e-01,-4.927548e-01,-4.848509e-01
0,0,11,-2.186320e-01,7.305750e-01,6.468850e-01
0,0,12,4.164858e-01,-5.081629e-01,-7.538634e-01
0,0,13,-4.638487e-01,4.289440e-01,7.751461e-01
0,0,14,3.113380e-01,3.583230e-01,8.801553e-01
0,0,15,3.858087e-01,-4.442952e-01,-8.085502e-01
0,0,16,7.288417e-01,-3.554675e-02,-6.837589e-01
0,0,17,4.573888e-01,-4.012273e-01,-7.936070e-01
0,0,18,-7.073262e-01,6.787731e-01,1.973745e-01
0,0,19,-1.197189e-01,-6.128151e-01,-7.811050e-01
0,0,20,2.789677e-01,-7.443598e-01,-6.067170e-01
0,0,21,6.688963e-01,-4.367395e-01,-6.015283e-01
0,0,22,-5.363108e-01,7.579008e-01,3.714257e-01
0,0,23,7.325446e-01,-3.522811e-01,5.824744e-01
0,0,24,-6.101648e-01,1.051662e-01,7.852636e-01
0,0,25,-6.389195e-01,-3.025235e-01,7.072916e-01
0,0,26,-4.447756e-01,6.263472e-01,6.402061e-01
0,0,27,5.777181e-01,-4.051842e-01,-7.085673e-01
0,0,28,-8.251104e-01,5.246706e-01,-2.095555e-01
0,0,29,-9.465732e-01,2.694114e-01,-1.772474e-01
0,0,30,2.640114e-01,-8.748414e-01,-4.061409e-01
0,0,31,-1.367003e-01,8.403939e-01,5.244531e-01
0,0,32,-6.034971e-01,4.860191e-01,6.321207e-01
0,0,33,4.732846e-01,-6.068622e-01,-6.385295e-01
0,0,34,-7.094937e-01,4.957813e-01,5.008190e-01
0,0,35,5.913217e-01,-7.514994e-01,-2.925531e-01
0,0,36,-7.602723e-01,5.826337e-01,2.872698e-01
0,0,37,8.306321e-01,-2.609535e-01,-4.918878e-01
0,0,38,-6.209507e-01,4.467217e-02,7.825756e-01
