i,j,k,nx,ny,nz 
0,0,0,-8.148634e-02,3.764404e-01,9.228503e-01
0,0,1,1.710799e-01,7.564945e-01,6.312272e-01
0,0,2,3.370859e-01,-4.826672e-01,-8.083350e-01
0,0,3,-6.628882e-01,5.128462e-01,5.454980e-01
0,0,4,-5.517292e-02,-6.500666e-01,-7.578716e-01
0,0,5,-1.380187e-01,-6.628141e-01,-7.359541e-01
0,0,6,6.739937e-01,-4.236671e-01,-6.051765e-01
0,0,7,-4.955322e-01,5.876800e-01,6.395937e-01
0,0,8,3.591182e-01,-5.609039e-01,-7.459363e-01
0,0,9,-9.945925e-01,5.338560e-02,8.908222e-02
0,0,10,4.721974e-01,-4.831406e-01,-7.372956e-01
0,0,11,-4.273710e-01,7.409246e-01,5.180587e-01
0,0,12,-7.257960e-01,3.166498e-01,6.106988e-01
0,0,13,-4.185355e-01,7.402772e-01,5.261348e-01
0,0,14,5.897542e-01,-7.756044e-01,-2.250061e-01
0,0,15,-5.019998e-01,6.130504e-01,6.100536e-01
0,0,16,-4.798738e-01,6.577132e-01,5.806328e-01
0,0,17,5.326928e-01,-5.825052e-01,6.139431e-01
0,0,18,4.996794e-01,-3.829809e-01,-7.769467e-01
0,0,19,4.693045e-01,-7.228699e-01,-5.071612e-01
0,0,20,-7.158110e-01,6.851523e-01,1.348365e-01
0,0,21,-5.446927e-01,8.377830e-01,-3.780941e-02
0,0,22,-5.014789e-01,6.139675e-01,6.095595e-01
0,0,23,-5.213342e-01,4.700850e-01,7.122014e-01
0,0,24,2.681433e-01,-6.652281e-01,-6.968290e-01
0,0,25,-7.857402e-01,5.370625e-01,3.068816e-01
0,0,26,4.866460e-01,-5.991883e-01,-6.357272e-01
0,0,27,-8.512357e-01,-2.190861e-01,4.768638e-01
0,0,28,-8.622679e-01,8.601087e-02,4.990955e-01
0,0,29,-7.120360e-01,3.950140e-01,5.804901e-01
0,0,30,-5.062465e-01,6.497752e-01,5.670156e-01
0,0,31,6.624055e-01,-5.049588e-01,-5.533855e-01
0,0,32,4.845804e-01,-7.420902e-01,-4.631242e-01
0,0,33,-9.749354e-01,2.128128e-01,6.489822e-02
0,0,34,7.877870e-01,-4.628623e-01,-4.063867e-01
0,0,35,-9.342953e-03,-4.710675e-01,-8.820477e-01
