i,j,k,nx,ny,nz 
0,0,0,-4.551120e-01,6.546227e-01,6.036077e-01
0,0,1,-4.303324e-01,7.817162e-01,4.513687e-01
0,0,2,-7.258930e-01,4.263077e-01,5.397603e-01
0,0,3,3.128471e-01,-7.667687e-01,-5.605288e-01
0,0,4,-4.107785e-01,5.859212e-01,6.985395e-01
0,0,5,-2.608663e-01,4.827747e-01,8.359889e-01
0,0,6,4.065898e-01,-8.863663e-01,-2.214486e-01
0,0,7,6.367599e-01,4.823264e-01,6.015797e-01
0,0,8,-4.554732e-01,6.390635e-01,6.197919e-01
0,0,9,-6.540709e-01,4.831437e-01,5.820339e-01
0,0,10,6.130627e-01,-1.952068e-01,-7.655380e-01
0,0,11,5.179054e-01,-7.376052e-01,-4.332580e-01
0,0,12,5.190040e-01,-6.203891e-01,-5.880070e-01
0,0,13,-6.523771e-01,4.010135e-01,6.431115e-01
0,0,14,-6.313912e-01,6.403261e-01,4.374101e-01
0,0,15,3.439571e-01,-7.531968e-01,-5.607033e-01
0,0,16,9.427935e-01,1.401372e-01,-3.024929e-01
0,0,17,5.599186e-01,-5.616928e-01,-6.090914e-01
0,0,18,-6.159534e-01,4.846455e-01,6.210638e-01
0,0,19,-5.969030e-01,7.322304e-01,3.279414e-01
0,0,20,-3.006486e-01,8.860127e-01,3.529758e-01
0,0,21,-7.224057e-01,5.273792e-01,4.472149e-01
0,0,22,-8.845907e-01,3.035784e-01,3.540331e-01
0,0,23,7.621462e-01,-6.303258e-01,-1.477246e-01
0,0,24,-7.219951e-01,1.400017e-01,6.775859e-01
0,0,25,7.172053e-01,-1.440731e-01,-6.818061e-01
0,0,26,7.482625e-01,-5.632707e-02,-6.610072e-01
0,0,27,-5.707681e-01,5.051895e-01,6.473078e-01
0,0,28,5.286798e-01,-6.881931e-01,-4.968782e-01
0,0,29,-3.237047e-01,7.227210e-01,6.106469e-01
0,0,30,3.024023e-01,-6.707754e-01,-6.772099e-01
