i,j,k,nx,ny,nz 
0,0,0,-6.415613e-01,4.858820e-01,5.935636e-01
0,0,1,6.686666e-01,-2.366760e-01,-7.048897e-01
0,0,2,-5.656249e-01,1.657867e-01,8.078263e-01
0,0,3,-7.758875e-01,2.289355e-01,5.878666e-01
0,0,4,5.254909e-01,-4.969578e-01,-6.905739e-01
0,0,5,-5.701463e-01,7.032159e-01,4.247594e-01
0,0,6,-3.857791e-01,5.897521e-01,7.094835e-01
0,0,7,6.338722e-01,-5.367268e-01,-5.568934e-01
0,0,8,6.136577e-01,-5.640917e-01,-5.524715e-01
0,0,9,6.847689e-01,-5.927161e-01,-4.240037e-01
0,0,10,6.065097e-01,-5.780642e-01,-5.458825e-01
0,0,11,-5.918621e-01,5.888175e-01,5.504482e-01
0,0,12,4.338458e-01,-4.915595e-01,-7.550808e-01
0,0,13,5.402678e-01,-5.884867e-01,-6.014933e-01
0,0,14,-5.197032e-01,6.566980e-01,5.464946e-01
0,0,15,-3.833419e-01,7.870531e-01,4.833182e-01
0,0,16,6.173959e-01,-5.600116e-01,-5.524575e-01
0,0,17,3.308017e-01,-5.855316e-01,-7.400831e-01
0,0,18,5.010387e-01,-5.640888e-01,-6.563262e-01
0,0,19,5.178086e-01,-5.732043e-01,-6.350678e-01
0,0,20,-5.808527e-01,7.718811e-01,2.584758e-01
0,0,21,-6.704911e-01,6.526864e-01,3.527634e-01
0,0,22,4.961444e-01,-6.210565e-01,-6.067368e-01
0,0,23,6.874528e-01,-4.441202e-01,-5.746006e-01
0,0,24,-6.260801e-01,5.337449e-01,5.684541e-01
0,0,25,-5.896241e-01,6.102920e-01,5.290436e-01
0,0,26,3.889779e-01,-6.941558e-01,-6.056764e-01
0,0,27,7.485196e-01,-4.614468e-01,-4.762198e-01
0,0,28,-5.624798e-01,7.999474e-01,2.090468e-01
0,0,29,-7.112345e-01,6.436381e-01,2.826225e-01
0,0,30,-6.426173e-01,7.018551e-01,3.073147e-01
0,0,31,-5.413820e-01,6.781810e-01,4.969669e-01
0,0,32,-8.650401e-01,2.563186e-01,4.312847e-01
0,0,33,-6.012197e-01,7.649832e-01,2.309451e-01
0,0,34,6.204326e-01,-7.294059e-01,-2.881500e-01
0,0,35,-7.496424e-01,4.706331e-01,4.653395e-01
0,0,36,5.643318e-01,-6.272467e-01,-5.367414e-01
0,0,37,5.297652e-01,-5.996898e-01,-5.997674e-01
0,0,38,-3.993972e-01,7.388923e-01,5.426970e-01
0,0,39,-5.508877e-01,6.054240e-01,5.744428e-01
0,1,0,5.494978e-01,-6.562377e-01,-5.171115e-01
0,1,1,-4.294437e-01,6.275226e-01,6.494563e-01
0,1,2,-4.399023e-01,6.003774e-01,6.678570e-01
0,1,3,-4.580291e-01,6.039587e-01,6.522601e-01
0,1,4,-4.576782e-01,5.963480e-01,6.594693e-01
0,1,5,5.925360e-01,-3.049323e-01,-7.455987e-01
0,1,6,6.424953e-01,-5.373091e-01,-5.463503e-01
0,1,7,5.556567e-01,-6.343651e-01,-5.374258e-01
0,1,8,5.502123e-01,-5.873808e-01,-5.935067e-01
0,1,9,-4.792519e-01,7.361573e-01,4.779017e-01
0,1,10,-6.436855e-01,5.899336e-01,4.874910e-01
0,1,11,6.585515e-01,-4.312945e-01,-6.166806e-01
0,1,12,6.384795e-01,-2.856294e-01,-7.146746e-01
0,1,13,4.494110e-01,-7.026825e-01,-5.516041e-01
0,1,14,-4.269093e-01,7.294251e-01,5.344974e-01
0,1,15,5.608234e-01,-6.252086e-01,-5.427627e-01
0,1,16,5.519771e-01,-4.369888e-01,-7.101845e-01
0,1,17,5.559817e-01,-6.014959e-01,-5.736611e-01
0,1,18,6.186470e-01,-6.847783e-01,-3.851682e-01
0,1,19,-5.028039e-01,4.925439e-01,7.103442e-01
0,1,20,-5.093525e-01,5.141543e-01,6.900763e-01
0,1,21,-6.150745e-01,6.464982e-01,4.513572e-01
0,1,22,6.486345e-01,-5.904933e-01,-4.801989e-01
0,1,23,-5.899223e-01,5.735724e-01,5.683365e-01
0,1,24,6.586364e-01,-3.766013e-01,-6.514365e-01
0,1,25,8.565986e-01,-1.984713e-01,-4.762855e-01
0,1,26,5.001490e-01,-6.394640e-01,-5.838979e-01
0,1,27,6.505144e-01,-6.553977e-01,-3.837772e-01
0,1,28,-6.141348e-01,5.676670e-01,5.482632e-01
0,1,29,-5.261408e-01,4.033877e-01,7.486349e-01
0,1,30,4.630462e-01,-7.138932e-01,-5.253045e-01
0,1,31,-5.480468e-01,6.661703e-01,5.058279e-01
0,1,32,6.051043e-01,-5.954366e-01,-5.284922e-01
0,1,33,-6.224972e-01,5.621741e-01,5.444791e-01
0,1,34,-7.283717e-01,4.682938e-01,5.001755e-01
0,1,35,-7.497718e-01,5.654587e-01,3.436550e-01
0,1,36,5.736032e-01,-5.825812e-01,-5.758286e-01
0,1,37,-5.613381e-01,6.688820e-01,4.873360e-01
0,1,38,-8.027583e-01,2.424670e-01,5.447833e-01
0,1,39,4.196218e-01,-6.483494e-01,-6.352642e-01
0,2,0,-5.656110e-01,7.155094e-01,4.100371e-01
0,2,1,-3.196206e-01,6.657439e-01,6.742609e-01
0,2,2,5.935408e-01,-3.271289e-01,-7.353203e-01
0,2,3,-4.588316e-01,5.743349e-01,6.779477e-01
0,2,4,-6.586797e-01,5.988367e-01,4.555608e-01
0,2,5,7.534716e-01,-3.420950e-01,-5.614727e-01
0,2,6,-4.741738e-01,6.377382e-01,6.070002e-01
0,2,7,4.867235e-01,-4.160874e-01,-7.680960e-01
0,2,8,5.603005e-01,-5.647441e-01,-6.059105e-01
0,2,9,-4.928429e-01,4.796847e-01,7.259535e-01
0,2,10,-5.758245e-01,5.491155e-01,6.057213e-01
0,2,11,5.805828e-01,-3.630781e-01,-7.287646e-01
0,2,12,-6.098940e-01,6.812897e-01,4.048131e-01
0,2,13,-5.485454e-01,4.770725e-01,6.866584e-01
0,2,14,4.553004e-01,-5.823707e-01,-6.734582e-01
0,2,15,4.431264e-01,-6.967906e-01,-5.640228e-01
0,2,16,-2.757612e-01,7.255437e-01,6.305093e-01
0,2,17,4.827058e-01,-6.588329e-01,-5.770046e-01
0,2,18,6.814033e-01,-6.542730e-01,-3.280494e-01
0,2,19,-3.913414e-01,7.105898e-01,5.847341e-01
0,2,20,-5.958331e-01,6.530151e-01,4.674978e-01
0,2,21,-4.879753e-01,6.461634e-01,5.868160e-01
0,2,22,4.756293e-01,-4.258163e-01,-7.697124e-01
0,2,23,4.082910e-01,-5.995172e-01,-6.883876e-01
0,2,24,5.346193e-01,-5.629158e-01,-6.303237e-01
0,2,25,-5.909583e-01,4.866025e-01,6.434177e-01
0,2,26,8.061349e-01,-4.913239e-01,-3.297687e-01
0,2,27,-7.369297e-01,5.526167e-01,3.892933e-01
0,2,28,-6.776176e-01,5.876735e-01,4.421247e-01
0,2,29,6.473336e-01,-6.541364e-01,-3.912349e-01
0,2,30,5.130603e-01,-5.400537e-01,-6.671666e-01
0,2,31,-5.230375e-01,7.325493e-01,4.356642e-01
0,2,32,5.975708e-01,-6.854175e-01,-4.160672e-01
0,2,33,7.280940e-01,-6.587946e-01,-1.893907e-01
0,2,34,-5.355178e-01,5.528635e-01,6.384063e-01
0,2,35,7.300382e-01,-4.590698e-01,-5.062599e-01
0,2,36,-4.090938e-01,4.836866e-01,7.737503e-01
0,2,37,5.945415e-01,-5.715423e-01,-5.655615e-01
0,2,38,8.983170e-01,-4.013229e-01,-1.787919e-01
0,2,39,-6.425501e-01,6.477344e-01,4.093525e-01
0,3,0,-6.703074e-01,5.151985e-01,5.340960e-01
0,3,1,-5.719250e-01,4.012996e-01,7.154442e-01
0,3,2,5.502382e-01,-5.680195e-01,-6.120391e-01
0,3,3,7.435422e-01,-3.494826e-01,-5.700938e-01
0,3,4,-5.854055e-01,5.027303e-01,6.360523e-01
0,3,5,-6.899726e-01,2.848547e-01,6.654289e-01
0,3,6,-5.282901e-01,3.998139e-01,7.490383e-01
0,3,7,4.722182e-01,-5.588929e-01,-6.816514e-01
0,3,8,-5.912414e-01,3.805763e-01,7.110522e-01
0,3,9,-5.232271e-01,4.165184e-01,7.434688e-01
0,3,10,-6.232340e-01,4.442113e-01,6.436270e-01
0,3,11,-7.478124e-01,4.038254e-01,5.269740e-01
0,3,12,6.155657e-01,-5.480379e-01,-5.663332e-01
0,3,13,-5.103963e-01,7.043542e-01,4.933364e-01
0,3,14,-2.979435e-01,7.997092e-01,5.212436e-01
0,3,15,-4.004826e-01,5.244514e-01,7.513751e-01
0,3,16,4.473996e-01,-7.110074e-01,-5.424962e-01
0,3,17,-6.234566e-01,7.262898e-01,2.894910e-01
0,3,18,4.338302e-01,-6.322518e-01,-6.419104e-01
0,3,19,6.977563e-01,-6.017306e-01,-3.886598e-01
0,3,20,7.631650e-01,-4.383697e-01,-4.747750e-01
0,3,21,-4.163701e-01,6.117861e-01,6.725725e-01
0,3,22,-4.850204e-01,5.914835e-01,6.441292e-01
0,3,23,-5.945521e-01,3.786153e-01,7.093365e-01
0,3,24,4.341955e-01,-5.627278e-01,-7.034286e-01
0,3,25,4.068349e-01,-6.820672e-01,-6.076756e-01
0,3,26,-7.003412e-01,4.493781e-01,5.546004e-01
0,3,27,6.847094e-01,-5.470028e-01,-4.816234e-01
0,3,28,4.224010e-01,-7.124877e-01,-5.603023e-01
0,3,29,6.615186e-01,-7.258535e-01,-1.884938e-01
0,3,30,5.060019e-01,-7.205296e-01,-4.741300e-01
0,3,31,7.426706e-01,-4.882087e-01,-4.583586e-01
0,3,32,7.033271e-01,-5.651395e-01,-4.312172e-01
0,3,33,-4.486579e-01,5.643394e-01,6.929842e-01
0,3,34,-7.915690e-01,4.241505e-01,4.399031e-01
0,3,35,-5.440860e-01,2.550196e-01,7.993343e-01
0,3,36,-6.142066e-01,5.363225e-01,5.788856e-01
0,3,37,-6.087673e-01,3.633592e-01,7.052464e-01
0,3,38,-6.727855e-01,4.817649e-01,5.614823e-01
0,3,39,6.232349e-01,-5.006314e-01,-6.007882e-01
0,4,0,-1.399481e-01,6.860829e-01,7.139361e-01
0,4,1,-5.106879e-01,5.601322e-01,6.522652e-01
0,4,2,-7.708455e-01,4.066403e-01,4.903477e-01
0,4,3,-6.257230e-01,4.189647e-01,6.579813e-01
0,4,4,4.442504e-01,-4.259131e-01,-7.881875e-01
0,4,5,-5.072661e-01,4.834876e-01,7.133869e-01
0,4,6,5.507051e-01,-5.985916e-01,-5.817320e-01
0,4,7,-6.172358e-01,5.237992e-01,5.870727e-01
0,4,8,-4.911160e-01,6.262394e-01,6.054992e-01
0,4,9,-7.438002e-01,3.484526e-01,5.703877e-01
0,4,10,6.438843e-01,-5.436489e-01,-5.383855e-01
0,4,11,5.753853e-01,-3.994884e-01,-7.136811e-01
0,4,12,3.650825e-01,-6.107262e-01,-7.026580e-01
0,4,13,-5.843698e-01,5.176082e-01,6.249749e-01
0,4,14,-1.905440e-01,6.479419e-01,7.374716e-01
0,4,15,-2.915104e-01,6.384163e-01,7.123527e-01
0,4,16,5.617898e-01,-2.541392e-01,-7.872773e-01
0,4,17,-6.601570e-01,5.681858e-01,4.912816e-01
0,4,18,-5.700497e-01,7.410505e-01,3.548064e-01
0,4,19,6.258865e-01,-6.640497e-01,-4.090283e-01
0,4,20,-5.567194e-01,6.131000e-01,5.605104e-01
0,4,21,4.783714e-01,-5.944707e-01,-6.463478e-01
