0.100000 -5.790933 33.534908 1124.590678 0.970978 0.000000 0.000005 0.666666 1007047 158992953
0.150000 -5.741711 32.963955 1086.515019 0.973025 0.000042 -0.003286 0.666700 5315681 314684319
0.200000 -5.658324 32.013439 1024.759750 0.964448 0.000042 -0.003186 0.666699 11208102 468791898
0.250000 -5.575930 31.087914 966.364935 0.955940 0.000042 -0.003083 0.666699 18317450 621682550
0.300000 -5.492161 30.160849 909.589926 0.947330 0.000041 -0.002982 0.666699 26609247 773390753
0.350000 -5.409158 29.256117 855.841067 0.938712 0.000040 -0.002873 0.666698 36051253 923948747
0.400000 -5.324213 28.344476 803.336402 0.929857 0.000040 -0.002769 0.666697 46628406 1073371594
0.450000 -5.239204 27.446617 753.252266 0.921037 0.000039 -0.002647 0.666695 58333547 1221666453
0.500000 -5.152132 26.541924 704.415602 0.911816 0.000039 -0.002538 0.666694 71169046 1368830954
0.550000 -5.062953 25.631074 656.900636 0.902317 0.000038 -0.002423 0.666693 85162720 1514837280
0.600000 -4.973145 24.729849 611.519679 0.892740 0.000038 -0.002318 0.666692 100318762 1659681238
0.650000 -4.877523 23.788051 565.833741 0.882410 0.000038 -0.002179 0.666689 116672860 1803327140
0.700000 -4.778409 22.831156 521.231991 0.871682 0.000037 -0.002037 0.666686 134273462 1945726538
0.750000 -4.674276 21.846976 477.269362 0.860186 0.000037 -0.001879 0.666681 153186583 2086813417
0.800000 -4.564107 20.829387 433.852844 0.847854 0.000037 -0.001689 0.666675 173506712 -2068474008
0.850000 -4.447932 19.782542 391.343348 0.834743 0.000037 -0.001555 0.666671 195337433 -1930304729
0.900000 -4.320317 18.663786 348.340230 0.819859 0.000036 -0.001356 0.666664 218830985 -1793798281
0.950000 -4.181515 17.483951 305.702341 0.803542 0.000037 -0.001114 0.666652 244231605 -1659198901
1.000000 -4.025434 16.203332 262.575612 0.784504 0.000038 -0.000788 0.666632 271795172 -1526762468
1.050000 -3.850301 14.825501 219.852281 0.762610 0.000018 0.000680 0.666581 362139959 -1137107255
1.060000 -3.812170 14.533372 211.277091 0.757655 0.000019 0.000729 0.666575 454191559 -749158855
1.070000 -3.774769 14.249639 203.110529 0.752852 0.000019 0.000756 0.666571 547981634 -362948930
1.080000 -3.734207 13.945126 194.526850 0.747502 0.000020 0.000820 0.666563 643586421 21446283
1.090000 -3.692032 13.631968 185.891811 0.741883 0.000021 0.000867 0.666557 741129287 403903417
1.100000 -3.652330 13.340470 178.032525 0.736508 0.000022 0.000957 0.666546 840604997 784427707
1.110000 -3.607995 13.018665 169.552285 0.730583 0.000023 0.001036 0.666536 942145621 1162887083
1.120000 -3.563277 12.698053 161.308886 0.724479 0.000024 0.001108 0.666525 1045848065 1539184639
1.130000 -3.516504 12.367007 153.013938 0.717900 0.000025 0.001206 0.666512 1151767240 1913265464
1.140000 -3.467817 12.027044 144.722474 0.710995 0.000026 0.001287 0.666499 1260027739 -2009962331
1.150000 -3.419598 11.695078 136.851966 0.704114 0.000028 0.001430 0.666479 1370754322 -1640688914
1.160000 -3.368485 11.348195 128.859452 0.696686 0.000029 0.001506 0.666465 1484015720 -1273950312
1.170000 -3.313763 10.982534 120.691344 0.688509 0.000030 0.001509 0.666459 1600016095 -909950687
1.180000 -3.258996 10.622728 112.921870 0.680337 0.000033 0.001673 0.666432 1718901209 -548835801
1.190000 -3.200859 10.247294 105.088524 0.671325 0.000035 0.001798 0.666408 1840843324 -190777916
1.200000 -3.141672 9.871324 97.520431 0.661950 0.000052 0.001220 0.666402 1882507534 -72442126
1.250000 -2.785462 7.761571 60.346215 0.600934 0.000086 0.002773 0.666090 1930882429 39182979
1.300000 -2.207902 4.882167 23.986272 0.473316 0.000296 0.007334 0.664559 1991022021 139043387
1.350000 -1.295550 1.679576 2.829884 0.041187 0.000170 0.001127 0.665614 2072566524 217498884
1.400000 -1.193849 1.425975 2.038009 0.029295 0.000063 0.000700 0.665912 -2136916514 292014626
1.450000 -1.118850 1.252373 1.571661 0.024483 0.000042 0.000549 0.665982 -2048280987 363379099
1.500000 -1.054973 1.113502 1.242644 0.022195 0.000033 0.000534 0.665926 -1956802377 431900489
1.550000 -1.000808 1.002112 1.006517 0.020690 0.000029 0.000495 0.665907 -1862801053 497899165
1.600000 -0.955580 0.913594 0.836598 0.019543 0.000026 0.000462 0.665890 -1766503174 561601286
1.650000 -0.913463 0.834850 0.698642 0.018332 0.000022 0.000436 0.665870 -1668085024 623183136
